match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,0.1,United Arab Emirates,Papua New Guinea,Waseem Muhammad,Aryan Lakra,SI Kamea,4,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,0.2,United Arab Emirates,Papua New Guinea,Waseem Muhammad,Aryan Lakra,SI Kamea,1,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,0.3,United Arab Emirates,Papua New Guinea,Aryan Lakra,Waseem Muhammad,SI Kamea,0,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,0.4,United Arab Emirates,Papua New Guinea,Aryan Lakra,Waseem Muhammad,SI Kamea,0,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,0.5,United Arab Emirates,Papua New Guinea,Aryan Lakra,Waseem Muhammad,SI Kamea,0,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,0.6,United Arab Emirates,Papua New Guinea,Aryan Lakra,Waseem Muhammad,SI Kamea,0,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,1.1,United Arab Emirates,Papua New Guinea,Waseem Muhammad,Aryan Lakra,CA Soper,0,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,1.2,United Arab Emirates,Papua New Guinea,Waseem Muhammad,Aryan Lakra,CA Soper,1,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,1.3,United Arab Emirates,Papua New Guinea,Aryan Lakra,Waseem Muhammad,CA Soper,0,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,1.4,United Arab Emirates,Papua New Guinea,Aryan Lakra,Waseem Muhammad,CA Soper,0,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,1.5,United Arab Emirates,Papua New Guinea,Aryan Lakra,Waseem Muhammad,CA Soper,0,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,1.6,United Arab Emirates,Papua New Guinea,Aryan Lakra,Waseem Muhammad,CA Soper,3,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,2.1,United Arab Emirates,Papua New Guinea,Aryan Lakra,Waseem Muhammad,SI Kamea,0,1,1,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,2.2,United Arab Emirates,Papua New Guinea,Aryan Lakra,Waseem Muhammad,SI Kamea,0,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,2.3,United Arab Emirates,Papua New Guinea,Aryan Lakra,Waseem Muhammad,SI Kamea,2,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,2.4,United Arab Emirates,Papua New Guinea,Aryan Lakra,Waseem Muhammad,SI Kamea,0,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,2.5,United Arab Emirates,Papua New Guinea,Aryan Lakra,Waseem Muhammad,SI Kamea,0,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,2.6,United Arab Emirates,Papua New Guinea,Aryan Lakra,Waseem Muhammad,SI Kamea,1,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,2.7,United Arab Emirates,Papua New Guinea,Waseem Muhammad,Aryan Lakra,SI Kamea,0,1,,1,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,2.8,United Arab Emirates,Papua New Guinea,Waseem Muhammad,Aryan Lakra,SI Kamea,0,1,1,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,2.9,United Arab Emirates,Papua New Guinea,Waseem Muhammad,Aryan Lakra,SI Kamea,4,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,3.1,United Arab Emirates,Papua New Guinea,Aryan Lakra,Waseem Muhammad,CA Soper,0,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,3.2,United Arab Emirates,Papua New Guinea,Aryan Lakra,Waseem Muhammad,CA Soper,0,0,,,,,,lbw,Aryan Lakra,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,3.3,United Arab Emirates,Papua New Guinea,V Aravind,Waseem Muhammad,CA Soper,0,0,,,,,,caught,V Aravind,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,3.4,United Arab Emirates,Papua New Guinea,Rameez Shahzad,Waseem Muhammad,CA Soper,0,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,3.5,United Arab Emirates,Papua New Guinea,Rameez Shahzad,Waseem Muhammad,CA Soper,0,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,3.6,United Arab Emirates,Papua New Guinea,Rameez Shahzad,Waseem Muhammad,CA Soper,0,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,4.1,United Arab Emirates,Papua New Guinea,Waseem Muhammad,Rameez Shahzad,SI Kamea,0,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,4.2,United Arab Emirates,Papua New Guinea,Waseem Muhammad,Rameez Shahzad,SI Kamea,0,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,4.3,United Arab Emirates,Papua New Guinea,Waseem Muhammad,Rameez Shahzad,SI Kamea,0,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,4.4,United Arab Emirates,Papua New Guinea,Waseem Muhammad,Rameez Shahzad,SI Kamea,0,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,4.5,United Arab Emirates,Papua New Guinea,Waseem Muhammad,Rameez Shahzad,SI Kamea,0,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,4.6,United Arab Emirates,Papua New Guinea,Waseem Muhammad,Rameez Shahzad,SI Kamea,0,0,,,,,,,,,
1365093,2023,2023-03-27,"Wanderers Cricket Ground, Windhoek",1,5.1,United Arab Emirates,Papua New Guinea,Rameez Shahzad,Waseem Muhammad,CA Soper,0,0,,,,,,,,,
