match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1385701,2024,2024-09-21,"Headingley, Leeds",1,0.1,Australia,England,MW Short,TM Head,MJ Potts,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,0.2,Australia,England,MW Short,TM Head,MJ Potts,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,0.3,Australia,England,MW Short,TM Head,MJ Potts,1,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,0.4,Australia,England,TM Head,MW Short,MJ Potts,4,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,0.5,Australia,England,TM Head,MW Short,MJ Potts,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,0.6,Australia,England,TM Head,MW Short,MJ Potts,0,1,1,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,0.7,Australia,England,TM Head,MW Short,MJ Potts,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,1.1,Australia,England,MW Short,TM Head,OP Stone,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,1.2,Australia,England,MW Short,TM Head,OP Stone,1,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,1.3,Australia,England,TM Head,MW Short,OP Stone,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,1.4,Australia,England,TM Head,MW Short,OP Stone,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,1.5,Australia,England,TM Head,MW Short,OP Stone,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,1.6,Australia,England,TM Head,MW Short,OP Stone,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,2.1,Australia,England,MW Short,TM Head,MJ Potts,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,2.2,Australia,England,MW Short,TM Head,MJ Potts,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,2.3,Australia,England,MW Short,TM Head,MJ Potts,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,2.4,Australia,England,MW Short,TM Head,MJ Potts,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,2.5,Australia,England,MW Short,TM Head,MJ Potts,1,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,2.6,Australia,England,TM Head,MW Short,MJ Potts,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,3.1,Australia,England,MW Short,TM Head,OP Stone,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,3.2,Australia,England,MW Short,TM Head,OP Stone,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,3.3,Australia,England,MW Short,TM Head,OP Stone,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,3.4,Australia,England,MW Short,TM Head,OP Stone,0,1,,,,1,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,3.5,Australia,England,TM Head,MW Short,OP Stone,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,3.6,Australia,England,TM Head,MW Short,OP Stone,1,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,4.1,Australia,England,TM Head,MW Short,MJ Potts,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,4.2,Australia,England,TM Head,MW Short,MJ Potts,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,4.3,Australia,England,TM Head,MW Short,MJ Potts,6,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,4.4,Australia,England,TM Head,MW Short,MJ Potts,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,4.5,Australia,England,TM Head,MW Short,MJ Potts,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,4.6,Australia,England,TM Head,MW Short,MJ Potts,4,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,5.1,Australia,England,MW Short,TM Head,OP Stone,6,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,5.2,Australia,England,MW Short,TM Head,OP Stone,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,5.3,Australia,England,MW Short,TM Head,OP Stone,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,5.4,Australia,England,MW Short,TM Head,OP Stone,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,5.5,Australia,England,MW Short,TM Head,OP Stone,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,5.6,Australia,England,MW Short,TM Head,OP Stone,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,6.1,Australia,England,TM Head,MW Short,BA Carse,4,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,6.2,Australia,England,TM Head,MW Short,BA Carse,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,6.3,Australia,England,TM Head,MW Short,BA Carse,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,6.4,Australia,England,TM Head,MW Short,BA Carse,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,6.5,Australia,England,TM Head,MW Short,BA Carse,6,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,6.6,Australia,England,TM Head,MW Short,BA Carse,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,7.1,Australia,England,MW Short,TM Head,OP Stone,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,7.2,Australia,England,MW Short,TM Head,OP Stone,1,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,7.3,Australia,England,TM Head,MW Short,OP Stone,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,7.4,Australia,England,TM Head,MW Short,OP Stone,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,7.5,Australia,England,TM Head,MW Short,OP Stone,4,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,7.6,Australia,England,TM Head,MW Short,OP Stone,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,8.1,Australia,England,MW Short,TM Head,BA Carse,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,8.2,Australia,England,MW Short,TM Head,BA Carse,4,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,8.3,Australia,England,MW Short,TM Head,BA Carse,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,8.4,Australia,England,MW Short,TM Head,BA Carse,1,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,8.5,Australia,England,TM Head,MW Short,BA Carse,0,0,,,,,,caught,TM Head,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,8.6,Australia,England,MR Marsh,MW Short,BA Carse,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,9.1,Australia,England,MW Short,MR Marsh,OP Stone,4,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,9.2,Australia,England,MW Short,MR Marsh,OP Stone,4,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,9.3,Australia,England,MW Short,MR Marsh,OP Stone,4,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,9.4,Australia,England,MW Short,MR Marsh,OP Stone,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,9.5,Australia,England,MW Short,MR Marsh,OP Stone,1,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,9.6,Australia,England,MR Marsh,MW Short,OP Stone,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,10.1,Australia,England,MW Short,MR Marsh,BA Carse,1,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,10.2,Australia,England,MR Marsh,MW Short,BA Carse,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,10.3,Australia,England,MR Marsh,MW Short,BA Carse,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,10.4,Australia,England,MR Marsh,MW Short,BA Carse,4,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,10.5,Australia,England,MR Marsh,MW Short,BA Carse,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,10.6,Australia,England,MR Marsh,MW Short,BA Carse,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,11.1,Australia,England,MW Short,MR Marsh,MJ Potts,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,11.2,Australia,England,MW Short,MR Marsh,MJ Potts,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,11.3,Australia,England,MW Short,MR Marsh,MJ Potts,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,11.4,Australia,England,MW Short,MR Marsh,MJ Potts,0,0,,,,,,caught,MW Short,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,11.5,Australia,England,SPD Smith,MR Marsh,MJ Potts,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,11.6,Australia,England,SPD Smith,MR Marsh,MJ Potts,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,12.1,Australia,England,MR Marsh,SPD Smith,BA Carse,6,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,12.2,Australia,England,MR Marsh,SPD Smith,BA Carse,0,1,,1,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,12.3,Australia,England,MR Marsh,SPD Smith,BA Carse,4,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,12.4,Australia,England,MR Marsh,SPD Smith,BA Carse,4,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,12.5,Australia,England,MR Marsh,SPD Smith,BA Carse,1,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,12.6,Australia,England,SPD Smith,MR Marsh,BA Carse,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,12.7,Australia,England,SPD Smith,MR Marsh,BA Carse,4,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,13.1,Australia,England,MR Marsh,SPD Smith,MJ Potts,0,0,,,,,,,,,
1385701,2024,2024-09-21,"Headingley, Leeds",1,13.2,Australia,England,MR Marsh,SPD Smith,MJ Potts,0,0,,,,,,,,,
